date,daily_confirmed_cases,daily_deaths,countries_and_territories,geo_id,pop_data_2019
2020-07-01,0,0,Laos,LA,7169456
2020-07-02,0,0,Laos,LA,7169456
2020-07-03,0,0,Laos,LA,7169456
2020-07-04,0,0,Laos,LA,7169456
2020-07-05,0,0,Laos,LA,7169456
2020-07-06,0,0,Laos,LA,7169456
2020-07-07,0,0,Laos,LA,7169456
2020-07-08,0,0,Laos,LA,7169456
2020-07-09,0,0,Laos,LA,7169456
2020-07-10,0,0,Laos,LA,7169456
2020-07-11,0,0,Laos,LA,7169456
2020-07-12,0,0,Laos,LA,7169456
2020-07-13,0,0,Laos,LA,7169456
2020-07-14,0,0,Laos,LA,7169456
2020-07-15,0,0,Laos,LA,7169456
2020-07-16,0,0,Laos,LA,7169456
2020-07-17,0,0,Laos,LA,7169456
2020-07-18,0,0,Laos,LA,7169456
2020-07-19,0,0,Laos,LA,7169456
2020-07-20,0,0,Laos,LA,7169456
2020-07-21,0,0,Laos,LA,7169456
2020-07-22,0,0,Laos,LA,7169456
2020-07-23,0,0,Laos,LA,7169456
2020-07-24,0,0,Laos,LA,7169456
2020-07-25,1,0,Laos,LA,7169456
2020-07-26,0,0,Laos,LA,7169456
2020-07-27,0,0,Laos,LA,7169456
2020-07-28,0,0,Laos,LA,7169456
2020-07-29,0,0,Laos,LA,7169456
2020-07-30,0,0,Laos,LA,7169456
2020-07-31,0,0,Laos,LA,7169456
2020-07-01,5,0,China,CN,1433783692
2020-07-02,31,0,China,CN,1433783692
2020-07-03,14,0,China,CN,1433783692
2020-07-04,9,0,China,CN,1433783692
2020-07-05,18,0,China,CN,1433783692
2020-07-06,14,0,China,CN,1433783692
2020-07-07,25,0,China,CN,1433783692
2020-07-08,21,0,China,CN,1433783692
2020-07-09,33,0,China,CN,1433783692
2020-07-10,46,0,China,CN,1433783692
2020-07-11,40,0,China,CN,1433783692
2020-07-12,35,0,China,CN,1433783692
2020-07-13,46,0,China,CN,1433783692
2020-07-15,54,0,China,CN,1433783692
2020-07-17,77,0,China,CN,1433783692
2020-07-20,130,0,China,CN,1433783692
2020-07-21,84,0,China,CN,1433783692
2020-07-23,135,0,China,CN,1433783692
2020-07-27,189,0,China,CN,1433783692
2020-07-31,276,0,China,CN,1433783692
2020-07-14,55,1,China,CN,1433783692
2020-07-18,80,1,China,CN,1433783692
2020-07-19,80,1,China,CN,1433783692
2020-07-24,139,1,China,CN,1433783692
2020-07-25,157,1,China,CN,1433783692
2020-07-29,207,1,China,CN,1433783692
2020-07-16,20,2,China,CN,1433783692
2020-07-22,74,2,China,CN,1433783692
2020-07-26,179,2,China,CN,1433783692
2020-07-30,223,2,China,CN,1433783692
2020-07-28,213,4,China,CN,1433783692
2020-07-01,0,0,Cambodia,KH,16486542
2020-07-02,0,0,Cambodia,KH,16486542
2020-07-03,0,0,Cambodia,KH,16486542
2020-07-04,0,0,Cambodia,KH,16486542
2020-07-05,0,0,Cambodia,KH,16486542
2020-07-06,0,0,Cambodia,KH,16486542
2020-07-07,0,0,Cambodia,KH,16486542
2020-07-08,0,0,Cambodia,KH,16486542
2020-07-09,0,0,Cambodia,KH,16486542
2020-07-10,0,0,Cambodia,KH,16486542
2020-07-11,0,0,Cambodia,KH,16486542
2020-07-12,15,0,Cambodia,KH,16486542
2020-07-13,0,0,Cambodia,KH,16486542
2020-07-14,9,0,Cambodia,KH,16486542
2020-07-15,0,0,Cambodia,KH,16486542
2020-07-16,1,0,Cambodia,KH,16486542
2020-07-17,5,0,Cambodia,KH,16486542
2020-07-18,0,0,Cambodia,KH,16486542
2020-07-19,0,0,Cambodia,KH,16486542
2020-07-20,0,0,Cambodia,KH,16486542
2020-07-21,26,0,Cambodia,KH,16486542
2020-07-22,0,0,Cambodia,KH,16486542
2020-07-23,1,0,Cambodia,KH,16486542
2020-07-24,4,0,Cambodia,KH,16486542
2020-07-25,0,0,Cambodia,KH,16486542
2020-07-26,23,0,Cambodia,KH,16486542
2020-07-27,0,0,Cambodia,KH,16486542
2020-07-28,0,0,Cambodia,KH,16486542
2020-07-29,1,0,Cambodia,KH,16486542
2020-07-30,8,0,Cambodia,KH,16486542
2020-07-31,0,0,Cambodia,KH,16486542
2020-07-01,2,0,Malaysia,MY,31949789
2020-07-02,1,0,Malaysia,MY,31949789
2020-07-03,3,0,Malaysia,MY,31949789
2020-07-04,5,0,Malaysia,MY,31949789
2020-07-05,10,0,Malaysia,MY,31949789
2020-07-06,0,0,Malaysia,MY,31949789
2020-07-07,10,0,Malaysia,MY,31949789
2020-07-08,6,0,Malaysia,MY,31949789
2020-07-09,3,0,Malaysia,MY,31949789
2020-07-10,6,0,Malaysia,MY,31949789
2020-07-11,13,0,Malaysia,MY,31949789
2020-07-13,14,0,Malaysia,MY,31949789
2020-07-14,7,0,Malaysia,MY,31949789
2020-07-15,4,0,Malaysia,MY,31949789
2020-07-16,5,0,Malaysia,MY,31949789
2020-07-17,3,0,Malaysia,MY,31949789
2020-07-18,18,0,Malaysia,MY,31949789
2020-07-19,9,0,Malaysia,MY,31949789
2020-07-21,21,0,Malaysia,MY,31949789
2020-07-22,15,0,Malaysia,MY,31949789
2020-07-23,16,0,Malaysia,MY,31949789
2020-07-24,9,0,Malaysia,MY,31949789
2020-07-25,21,0,Malaysia,MY,31949789
2020-07-26,23,0,Malaysia,MY,31949789
2020-07-28,7,0,Malaysia,MY,31949789
2020-07-29,39,0,Malaysia,MY,31949789
2020-07-30,13,0,Malaysia,MY,31949789
2020-07-31,8,0,Malaysia,MY,31949789
2020-07-12,8,1,Malaysia,MY,31949789
2020-07-20,15,1,Malaysia,MY,31949789
2020-07-27,13,1,Malaysia,MY,31949789
2020-07-01,2,0,Thailand,TH,69625581
2020-07-02,6,0,Thailand,TH,69625581
2020-07-03,1,0,Thailand,TH,69625581
2020-07-04,5,0,Thailand,TH,69625581
2020-07-05,5,0,Thailand,TH,69625581
2020-07-06,5,0,Thailand,TH,69625581
2020-07-07,0,0,Thailand,TH,69625581
2020-07-08,2,0,Thailand,TH,69625581
2020-07-09,5,0,Thailand,TH,69625581
2020-07-10,0,0,Thailand,TH,69625581
2020-07-11,14,0,Thailand,TH,69625581
2020-07-12,1,0,Thailand,TH,69625581
2020-07-13,3,0,Thailand,TH,69625581
2020-07-14,7,0,Thailand,TH,69625581
2020-07-15,5,0,Thailand,TH,69625581
2020-07-16,4,0,Thailand,TH,69625581
2020-07-17,3,0,Thailand,TH,69625581
2020-07-18,7,0,Thailand,TH,69625581
2020-07-19,3,0,Thailand,TH,69625581
2020-07-20,1,0,Thailand,TH,69625581
2020-07-21,5,0,Thailand,TH,69625581
2020-07-22,6,0,Thailand,TH,69625581
2020-07-23,8,0,Thailand,TH,69625581
2020-07-24,10,0,Thailand,TH,69625581
2020-07-25,3,0,Thailand,TH,69625581
2020-07-26,9,0,Thailand,TH,69625581
2020-07-27,4,0,Thailand,TH,69625581
2020-07-28,2,0,Thailand,TH,69625581
2020-07-29,1,0,Thailand,TH,69625581
2020-07-30,6,0,Thailand,TH,69625581
2020-07-31,6,0,Thailand,TH,69625581
2020-07-01,1293,71,Indonesia,ID,270625567
2020-07-02,1385,58,Indonesia,ID,270625567
2020-07-03,1624,53,Indonesia,ID,270625567
2020-07-04,1301,49,Indonesia,ID,270625567
2020-07-05,1447,53,Indonesia,ID,270625567
2020-07-06,1607,82,Indonesia,ID,270625567
2020-07-07,1209,70,Indonesia,ID,270625567
2020-07-08,1268,68,Indonesia,ID,270625567
2020-07-09,1853,50,Indonesia,ID,270625567
2020-07-10,2657,58,Indonesia,ID,270625567
2020-07-11,1611,52,Indonesia,ID,270625567
2020-07-12,1671,66,Indonesia,ID,270625567
2020-07-13,1681,71,Indonesia,ID,270625567
2020-07-14,1282,50,Indonesia,ID,270625567
2020-07-15,1591,54,Indonesia,ID,270625567
2020-07-16,1522,87,Indonesia,ID,270625567
2020-07-17,1574,76,Indonesia,ID,270625567
2020-07-18,1462,84,Indonesia,ID,270625567
2020-07-19,1752,59,Indonesia,ID,270625567
2020-07-20,1639,127,Indonesia,ID,270625567
2020-07-21,1693,96,Indonesia,ID,270625567
2020-07-22,1655,81,Indonesia,ID,270625567
2020-07-23,1882,139,Indonesia,ID,270625567
2020-07-24,1906,117,Indonesia,ID,270625567
2020-07-25,1761,89,Indonesia,ID,270625567
2020-07-26,1868,49,Indonesia,ID,270625567
2020-07-27,1492,67,Indonesia,ID,270625567
2020-07-28,1525,57,Indonesia,ID,270625567
2020-07-29,1748,63,Indonesia,ID,270625567
2020-07-30,2381,74,Indonesia,ID,270625567
2020-07-31,1904,83,Indonesia,ID,270625567
2020-07-01,246,0,Singapore,SG,5804343
2020-07-02,215,0,Singapore,SG,5804343
2020-07-03,188,0,Singapore,SG,5804343
2020-07-04,169,0,Singapore,SG,5804343
2020-07-05,185,0,Singapore,SG,5804343
2020-07-06,0,0,Singapore,SG,5804343
2020-07-07,319,0,Singapore,SG,5804343
2020-07-08,157,0,Singapore,SG,5804343
2020-07-09,158,0,Singapore,SG,5804343
2020-07-10,124,0,Singapore,SG,5804343
2020-07-11,191,0,Singapore,SG,5804343
2020-07-12,170,0,Singapore,SG,5804343
2020-07-13,178,0,Singapore,SG,5804343
2020-07-14,322,0,Singapore,SG,5804343
2020-07-16,249,0,Singapore,SG,5804343
2020-07-17,248,0,Singapore,SG,5804343
2020-07-18,327,0,Singapore,SG,5804343
2020-07-19,202,0,Singapore,SG,5804343
2020-07-20,257,0,Singapore,SG,5804343
2020-07-21,123,0,Singapore,SG,5804343
2020-07-22,399,0,Singapore,SG,5804343
2020-07-23,310,0,Singapore,SG,5804343
2020-07-24,354,0,Singapore,SG,5804343
2020-07-25,277,0,Singapore,SG,5804343
2020-07-26,513,0,Singapore,SG,5804343
2020-07-27,481,0,Singapore,SG,5804343
2020-07-28,469,0,Singapore,SG,5804343
2020-07-29,359,0,Singapore,SG,5804343
2020-07-30,334,0,Singapore,SG,5804343
2020-07-31,278,0,Singapore,SG,5804343
2020-07-15,346,1,Singapore,SG,5804343
2020-07-11,1160,42,Philippines,PH,108116622
2020-07-13,2037,162,Philippines,PH,108116622
2020-07-14,747,65,Philippines,PH,108116622
2020-07-17,2416,29,Philippines,PH,108116622
2020-07-18,1735,17,Philippines,PH,108116622
2020-07-19,2303,113,Philippines,PH,108116622
2020-07-20,2152,58,Philippines,PH,108116622
2020-07-24,2121,28,Philippines,PH,108116622
2020-07-26,1968,18,Philippines,PH,108116622
2020-07-27,2036,35,Philippines,PH,108116622
2020-07-30,1813,15,Philippines,PH,108116622
2020-07-31,3888,21,Philippines,PH,108116622
2020-07-06,0,0,Philippines,PH,108116622
2020-07-22,1866,2,Philippines,PH,108116622
2020-07-29,1633,2,Philippines,PH,108116622
2020-07-02,997,4,Philippines,PH,108116622
2020-07-03,294,4,Philippines,PH,108116622
2020-07-10,1395,4,Philippines,PH,108116622
2020-07-15,539,4,Philippines,PH,108116622
2020-07-21,1442,4,Philippines,PH,108116622
2020-07-09,2486,5,Philippines,PH,108116622
2020-07-04,1531,6,Philippines,PH,108116622
2020-07-08,1540,6,Philippines,PH,108116622
2020-07-23,1505,6,Philippines,PH,108116622
2020-07-25,2054,8,Philippines,PH,108116622
2020-07-05,1494,10,Philippines,PH,108116622
2020-07-01,1076,11,Philippines,PH,108116622
2020-07-16,1305,11,Philippines,PH,108116622
2020-07-12,1308,12,Philippines,PH,108116622
2020-07-07,4503,13,Philippines,PH,108116622
2020-07-28,1592,13,Philippines,PH,108116622
2020-07-01,0,0,Brunei_Darussalam,BN,433296
2020-07-02,0,0,Brunei_Darussalam,BN,433296
2020-07-03,0,0,Brunei_Darussalam,BN,433296
2020-07-04,0,0,Brunei_Darussalam,BN,433296
2020-07-05,0,0,Brunei_Darussalam,BN,433296
2020-07-06,0,0,Brunei_Darussalam,BN,433296
2020-07-07,0,0,Brunei_Darussalam,BN,433296
2020-07-08,0,0,Brunei_Darussalam,BN,433296
2020-07-09,0,0,Brunei_Darussalam,BN,433296
2020-07-10,0,0,Brunei_Darussalam,BN,433296
2020-07-11,0,0,Brunei_Darussalam,BN,433296
2020-07-12,0,0,Brunei_Darussalam,BN,433296
2020-07-13,0,0,Brunei_Darussalam,BN,433296
2020-07-14,0,0,Brunei_Darussalam,BN,433296
2020-07-15,0,0,Brunei_Darussalam,BN,433296
2020-07-16,0,0,Brunei_Darussalam,BN,433296
2020-07-17,0,0,Brunei_Darussalam,BN,433296
2020-07-18,0,0,Brunei_Darussalam,BN,433296
2020-07-19,0,0,Brunei_Darussalam,BN,433296
2020-07-20,0,0,Brunei_Darussalam,BN,433296
2020-07-21,0,0,Brunei_Darussalam,BN,433296
2020-07-22,0,0,Brunei_Darussalam,BN,433296
2020-07-23,0,0,Brunei_Darussalam,BN,433296
2020-07-24,0,0,Brunei_Darussalam,BN,433296
2020-07-25,0,0,Brunei_Darussalam,BN,433296
2020-07-26,0,0,Brunei_Darussalam,BN,433296
2020-07-27,0,0,Brunei_Darussalam,BN,433296
2020-07-28,0,0,Brunei_Darussalam,BN,433296
2020-07-29,0,0,Brunei_Darussalam,BN,433296
2020-07-30,0,0,Brunei_Darussalam,BN,433296
2020-07-31,0,0,Brunei_Darussalam,BN,433296
2020-07-01,43880,1270,United_States_of_America,US,329064917
2020-07-02,52048,652,United_States_of_America,US,329064917
2020-07-03,53399,678,United_States_of_America,US,329064917
2020-07-04,54442,694,United_States_of_America,US,329064917
2020-07-05,45221,242,United_States_of_America,US,329064917
2020-07-06,49093,271,United_States_of_America,US,329064917
2020-07-07,49990,359,United_States_of_America,US,329064917
2020-07-08,57473,1174,United_States_of_America,US,329064917
2020-07-09,58906,829,United_States_of_America,US,329064917
