date,daily_confirmed_cases,daily_deaths,countries_and_territories,geo_id,pop_data_2019
2020-06-01,0,0,Laos,LA,7169456
2020-06-02,0,0,Laos,LA,7169456
2020-06-03,0,0,Laos,LA,7169456
2020-06-04,0,0,Laos,LA,7169456
2020-06-05,0,0,Laos,LA,7169456
2020-06-06,0,0,Laos,LA,7169456
2020-06-07,0,0,Laos,LA,7169456
2020-06-08,0,0,Laos,LA,7169456
2020-06-09,0,0,Laos,LA,7169456
2020-06-10,0,0,Laos,LA,7169456
2020-06-11,0,0,Laos,LA,7169456
2020-06-12,0,0,Laos,LA,7169456
2020-06-13,0,0,Laos,LA,7169456
2020-06-14,0,0,Laos,LA,7169456
2020-06-15,0,0,Laos,LA,7169456
2020-06-16,0,0,Laos,LA,7169456
2020-06-17,0,0,Laos,LA,7169456
2020-06-18,0,0,Laos,LA,7169456
2020-06-19,0,0,Laos,LA,7169456
2020-06-20,0,0,Laos,LA,7169456
2020-06-21,0,0,Laos,LA,7169456
2020-06-22,0,0,Laos,LA,7169456
2020-06-23,0,0,Laos,LA,7169456
2020-06-24,0,0,Laos,LA,7169456
2020-06-25,0,0,Laos,LA,7169456
2020-06-26,0,0,Laos,LA,7169456
2020-06-27,0,0,Laos,LA,7169456
2020-06-28,0,0,Laos,LA,7169456
2020-06-29,0,0,Laos,LA,7169456
2020-06-30,0,0,Laos,LA,7169456
2020-06-01,19,0,China,CN,1433783692
2020-06-02,7,0,China,CN,1433783692
2020-06-03,5,0,China,CN,1433783692
2020-06-04,1,0,China,CN,1433783692
2020-06-05,11,0,China,CN,1433783692
2020-06-06,6,0,China,CN,1433783692
2020-06-07,9,0,China,CN,1433783692
2020-06-08,5,0,China,CN,1433783692
2020-06-09,3,0,China,CN,1433783692
2020-06-10,4,0,China,CN,1433783692
2020-06-11,11,0,China,CN,1433783692
2020-06-12,7,0,China,CN,1433783692
2020-06-13,12,0,China,CN,1433783692
2020-06-14,60,0,China,CN,1433783692
2020-06-15,47,0,China,CN,1433783692
2020-06-16,43,0,China,CN,1433783692
2020-06-17,44,0,China,CN,1433783692
2020-06-18,36,0,China,CN,1433783692
2020-06-19,36,0,China,CN,1433783692
2020-06-20,30,0,China,CN,1433783692
2020-06-22,19,0,China,CN,1433783692
2020-06-23,52,0,China,CN,1433783692
2020-06-25,20,0,China,CN,1433783692
2020-06-27,24,0,China,CN,1433783692
2020-06-28,18,0,China,CN,1433783692
2020-06-29,14,0,China,CN,1433783692
2020-06-30,23,0,China,CN,1433783692
2020-06-21,29,1,China,CN,1433783692
2020-06-24,29,1,China,CN,1433783692
2020-06-26,28,1,China,CN,1433783692
2020-06-01,0,0,Cambodia,KH,16486542
2020-06-02,0,0,Cambodia,KH,16486542
2020-06-03,0,0,Cambodia,KH,16486542
2020-06-04,0,0,Cambodia,KH,16486542
2020-06-05,0,0,Cambodia,KH,16486542
2020-06-06,0,0,Cambodia,KH,16486542
2020-06-07,0,0,Cambodia,KH,16486542
2020-06-08,1,0,Cambodia,KH,16486542
2020-06-09,0,0,Cambodia,KH,16486542
2020-06-10,0,0,Cambodia,KH,16486542
2020-06-11,0,0,Cambodia,KH,16486542
2020-06-12,0,0,Cambodia,KH,16486542
2020-06-13,0,0,Cambodia,KH,16486542
2020-06-14,2,0,Cambodia,KH,16486542
2020-06-15,0,0,Cambodia,KH,16486542
2020-06-16,0,0,Cambodia,KH,16486542
2020-06-17,0,0,Cambodia,KH,16486542
2020-06-18,1,0,Cambodia,KH,16486542
2020-06-19,0,0,Cambodia,KH,16486542
2020-06-20,0,0,Cambodia,KH,16486542
2020-06-21,0,0,Cambodia,KH,16486542
2020-06-22,0,0,Cambodia,KH,16486542
2020-06-23,1,0,Cambodia,KH,16486542
2020-06-24,0,0,Cambodia,KH,16486542
2020-06-25,0,0,Cambodia,KH,16486542
2020-06-26,0,0,Cambodia,KH,16486542
2020-06-27,9,0,Cambodia,KH,16486542
2020-06-28,2,0,Cambodia,KH,16486542
2020-06-29,0,0,Cambodia,KH,16486542
2020-06-30,0,0,Cambodia,KH,16486542
2020-06-01,57,0,Malaysia,MY,31949789
2020-06-02,38,0,Malaysia,MY,31949789
2020-06-03,20,0,Malaysia,MY,31949789
2020-06-04,93,0,Malaysia,MY,31949789
2020-06-05,0,0,Malaysia,MY,31949789
2020-06-08,19,0,Malaysia,MY,31949789
2020-06-09,7,0,Malaysia,MY,31949789
2020-06-10,7,0,Malaysia,MY,31949789
2020-06-12,31,0,Malaysia,MY,31949789
2020-06-16,41,0,Malaysia,MY,31949789
2020-06-17,11,0,Malaysia,MY,31949789
2020-06-18,10,0,Malaysia,MY,31949789
2020-06-19,14,0,Malaysia,MY,31949789
2020-06-20,6,0,Malaysia,MY,31949789
2020-06-21,21,0,Malaysia,MY,31949789
2020-06-22,16,0,Malaysia,MY,31949789
2020-06-23,15,0,Malaysia,MY,31949789
2020-06-24,3,0,Malaysia,MY,31949789
2020-06-25,6,0,Malaysia,MY,31949789
2020-06-26,4,0,Malaysia,MY,31949789
2020-06-27,6,0,Malaysia,MY,31949789
2020-06-28,10,0,Malaysia,MY,31949789
2020-06-29,18,0,Malaysia,MY,31949789
2020-06-30,3,0,Malaysia,MY,31949789
2020-06-06,296,1,Malaysia,MY,31949789
2020-06-07,37,1,Malaysia,MY,31949789
2020-06-11,2,1,Malaysia,MY,31949789
2020-06-13,33,1,Malaysia,MY,31949789
2020-06-14,43,1,Malaysia,MY,31949789
2020-06-15,8,1,Malaysia,MY,31949789
2020-06-01,0,0,Thailand,TH,69625581
2020-06-02,1,0,Thailand,TH,69625581
2020-06-04,18,0,Thailand,TH,69625581
2020-06-05,1,0,Thailand,TH,69625581
2020-06-06,2,0,Thailand,TH,69625581
2020-06-07,8,0,Thailand,TH,69625581
2020-06-08,7,0,Thailand,TH,69625581
2020-06-09,0,0,Thailand,TH,69625581
2020-06-10,6,0,Thailand,TH,69625581
2020-06-11,0,0,Thailand,TH,69625581
2020-06-12,0,0,Thailand,TH,69625581
2020-06-13,4,0,Thailand,TH,69625581
2020-06-14,5,0,Thailand,TH,69625581
2020-06-15,1,0,Thailand,TH,69625581
2020-06-16,0,0,Thailand,TH,69625581
2020-06-17,0,0,Thailand,TH,69625581
2020-06-18,6,0,Thailand,TH,69625581
2020-06-19,0,0,Thailand,TH,69625581
2020-06-20,5,0,Thailand,TH,69625581
2020-06-21,1,0,Thailand,TH,69625581
2020-06-22,1,0,Thailand,TH,69625581
2020-06-23,3,0,Thailand,TH,69625581
2020-06-24,5,0,Thailand,TH,69625581
2020-06-25,2,0,Thailand,TH,69625581
2020-06-26,0,0,Thailand,TH,69625581
2020-06-27,4,0,Thailand,TH,69625581
2020-06-28,0,0,Thailand,TH,69625581
2020-06-29,0,0,Thailand,TH,69625581
2020-06-30,9,0,Thailand,TH,69625581
2020-06-03,1,1,Thailand,TH,69625581
2020-06-01,700,40,Indonesia,ID,270625567
2020-06-02,467,28,Indonesia,ID,270625567
2020-06-03,609,22,Indonesia,ID,270625567
2020-06-04,684,35,Indonesia,ID,270625567
2020-06-05,585,23,Indonesia,ID,270625567
2020-06-06,703,49,Indonesia,ID,270625567
2020-06-07,993,31,Indonesia,ID,270625567
2020-06-08,672,50,Indonesia,ID,270625567
2020-06-09,847,32,Indonesia,ID,270625567
2020-06-10,1043,40,Indonesia,ID,270625567
2020-06-11,1240,36,Indonesia,ID,270625567
2020-06-12,979,41,Indonesia,ID,270625567
2020-06-13,1111,48,Indonesia,ID,270625567
2020-06-14,1014,43,Indonesia,ID,270625567
2020-06-15,857,43,Indonesia,ID,270625567
2020-06-16,1017,64,Indonesia,ID,270625567
2020-06-17,1106,33,Indonesia,ID,270625567
2020-06-18,1031,45,Indonesia,ID,270625567
2020-06-19,1331,63,Indonesia,ID,270625567
2020-06-20,1041,34,Indonesia,ID,270625567
2020-06-21,1226,56,Indonesia,ID,270625567
2020-06-22,862,36,Indonesia,ID,270625567
2020-06-23,954,35,Indonesia,ID,270625567
2020-06-24,1051,35,Indonesia,ID,270625567
2020-06-25,1113,38,Indonesia,ID,270625567
2020-06-26,1178,47,Indonesia,ID,270625567
2020-06-27,1240,63,Indonesia,ID,270625567
2020-06-28,1385,37,Indonesia,ID,270625567
2020-06-29,1198,34,Indonesia,ID,270625567
2020-06-30,1082,51,Indonesia,ID,270625567
2020-06-01,518,0,Singapore,SG,5804343
2020-06-03,544,0,Singapore,SG,5804343
2020-06-04,569,0,Singapore,SG,5804343
2020-06-05,517,0,Singapore,SG,5804343
2020-06-06,261,0,Singapore,SG,5804343
2020-06-08,383,0,Singapore,SG,5804343
2020-06-09,386,0,Singapore,SG,5804343
2020-06-10,218,0,Singapore,SG,5804343
2020-06-11,451,0,Singapore,SG,5804343
2020-06-12,422,0,Singapore,SG,5804343
2020-06-13,463,0,Singapore,SG,5804343
2020-06-15,407,0,Singapore,SG,5804343
2020-06-16,214,0,Singapore,SG,5804343
2020-06-17,151,0,Singapore,SG,5804343
2020-06-18,247,0,Singapore,SG,5804343
2020-06-19,257,0,Singapore,SG,5804343
2020-06-20,142,0,Singapore,SG,5804343
2020-06-21,218,0,Singapore,SG,5804343
2020-06-22,262,0,Singapore,SG,5804343
2020-06-23,218,0,Singapore,SG,5804343
2020-06-24,119,0,Singapore,SG,5804343
2020-06-25,191,0,Singapore,SG,5804343
2020-06-26,113,0,Singapore,SG,5804343
2020-06-27,219,0,Singapore,SG,5804343
2020-06-28,291,0,Singapore,SG,5804343
2020-06-29,213,0,Singapore,SG,5804343
2020-06-30,202,0,Singapore,SG,5804343
2020-06-02,408,1,Singapore,SG,5804343
2020-06-07,344,1,Singapore,SG,5804343
2020-06-14,347,1,Singapore,SG,5804343
2020-06-13,612,16,Philippines,PH,108116622
2020-06-14,605,22,Philippines,PH,108116622
