date,daily_confirmed_cases,daily_deaths,countries_and_territories,geo_id,pop_data_2019
2020-02-01,2095,46,China,CN,1433783692
2020-02-02,2590,45,China,CN,1433783692
2020-02-03,2812,57,China,CN,1433783692
2020-02-04,3237,65,China,CN,1433783692
2020-02-05,3872,66,China,CN,1433783692
2020-02-06,3727,72,China,CN,1433783692
2020-02-07,3160,73,China,CN,1433783692
2020-02-08,3418,86,China,CN,1433783692
2020-02-09,2607,89,China,CN,1433783692
2020-02-10,2974,97,China,CN,1433783692
2020-02-11,2490,108,China,CN,1433783692
2020-02-12,2028,97,China,CN,1433783692
2020-02-13,15141,254,China,CN,1433783692
2020-02-15,2538,143,China,CN,1433783692
2020-02-16,2007,142,China,CN,1433783692
2020-02-17,2052,105,China,CN,1433783692
2020-02-18,1890,98,China,CN,1433783692
2020-02-19,1750,139,China,CN,1433783692
2020-02-20,394,112,China,CN,1433783692
2020-02-21,891,118,China,CN,1433783692
2020-02-22,826,109,China,CN,1433783692
2020-02-23,647,98,China,CN,1433783692
2020-02-24,218,150,China,CN,1433783692
2020-02-25,515,70,China,CN,1433783692
2020-02-26,410,52,China,CN,1433783692
2020-02-27,439,29,China,CN,1433783692
2020-02-28,329,44,China,CN,1433783692
2020-02-29,428,47,China,CN,1433783692
2020-02-14,4156,13,China,CN,1433783692
2020-02-01,0,0,Cambodia,KH,16486542
2020-02-02,0,0,Cambodia,KH,16486542
2020-02-03,0,0,Cambodia,KH,16486542
2020-02-04,0,0,Cambodia,KH,16486542
2020-02-05,0,0,Cambodia,KH,16486542
2020-02-06,0,0,Cambodia,KH,16486542
2020-02-07,0,0,Cambodia,KH,16486542
2020-02-08,0,0,Cambodia,KH,16486542
2020-02-09,0,0,Cambodia,KH,16486542
2020-02-10,0,0,Cambodia,KH,16486542
2020-02-11,0,0,Cambodia,KH,16486542
2020-02-12,0,0,Cambodia,KH,16486542
2020-02-13,0,0,Cambodia,KH,16486542
2020-02-14,0,0,Cambodia,KH,16486542
2020-02-15,0,0,Cambodia,KH,16486542
2020-02-16,0,0,Cambodia,KH,16486542
2020-02-17,0,0,Cambodia,KH,16486542
2020-02-18,0,0,Cambodia,KH,16486542
2020-02-19,0,0,Cambodia,KH,16486542
2020-02-20,0,0,Cambodia,KH,16486542
2020-02-21,0,0,Cambodia,KH,16486542
2020-02-22,0,0,Cambodia,KH,16486542
2020-02-23,0,0,Cambodia,KH,16486542
2020-02-24,0,0,Cambodia,KH,16486542
2020-02-25,0,0,Cambodia,KH,16486542
2020-02-26,0,0,Cambodia,KH,16486542
2020-02-27,0,0,Cambodia,KH,16486542
2020-02-28,0,0,Cambodia,KH,16486542
2020-02-29,0,0,Cambodia,KH,16486542
2020-02-01,0,0,Malaysia,MY,31949789
2020-02-02,0,0,Malaysia,MY,31949789
2020-02-03,0,0,Malaysia,MY,31949789
2020-02-04,0,0,Malaysia,MY,31949789
2020-02-05,2,0,Malaysia,MY,31949789
2020-02-06,2,0,Malaysia,MY,31949789
2020-02-07,2,0,Malaysia,MY,31949789
2020-02-08,1,0,Malaysia,MY,31949789
2020-02-09,1,0,Malaysia,MY,31949789
2020-02-10,2,0,Malaysia,MY,31949789
2020-02-11,0,0,Malaysia,MY,31949789
2020-02-12,0,0,Malaysia,MY,31949789
2020-02-13,0,0,Malaysia,MY,31949789
2020-02-14,1,0,Malaysia,MY,31949789
2020-02-15,2,0,Malaysia,MY,31949789
2020-02-16,1,0,Malaysia,MY,31949789
2020-02-17,0,0,Malaysia,MY,31949789
2020-02-18,0,0,Malaysia,MY,31949789
2020-02-19,0,0,Malaysia,MY,31949789
2020-02-20,0,0,Malaysia,MY,31949789
2020-02-21,0,0,Malaysia,MY,31949789
2020-02-22,0,0,Malaysia,MY,31949789
2020-02-23,0,0,Malaysia,MY,31949789
2020-02-24,0,0,Malaysia,MY,31949789
2020-02-25,0,0,Malaysia,MY,31949789
2020-02-26,0,0,Malaysia,MY,31949789
2020-02-27,0,0,Malaysia,MY,31949789
2020-02-28,1,0,Malaysia,MY,31949789
2020-02-29,2,0,Malaysia,MY,31949789
2020-02-01,5,0,Thailand,TH,69625581
2020-02-02,0,0,Thailand,TH,69625581
2020-02-03,0,0,Thailand,TH,69625581
2020-02-04,0,0,Thailand,TH,69625581
2020-02-05,6,0,Thailand,TH,69625581
2020-02-06,0,0,Thailand,TH,69625581
2020-02-07,0,0,Thailand,TH,69625581
2020-02-08,7,0,Thailand,TH,69625581
2020-02-09,0,0,Thailand,TH,69625581
2020-02-10,0,0,Thailand,TH,69625581
2020-02-11,0,0,Thailand,TH,69625581
2020-02-12,1,0,Thailand,TH,69625581
2020-02-13,0,0,Thailand,TH,69625581
2020-02-14,0,0,Thailand,TH,69625581
2020-02-15,1,0,Thailand,TH,69625581
2020-02-16,0,0,Thailand,TH,69625581
2020-02-17,0,0,Thailand,TH,69625581
2020-02-18,1,0,Thailand,TH,69625581
2020-02-19,0,0,Thailand,TH,69625581
2020-02-20,0,0,Thailand,TH,69625581
2020-02-21,0,0,Thailand,TH,69625581
2020-02-22,0,0,Thailand,TH,69625581
2020-02-23,0,0,Thailand,TH,69625581
2020-02-24,0,0,Thailand,TH,69625581
2020-02-25,2,0,Thailand,TH,69625581
2020-02-26,3,0,Thailand,TH,69625581
2020-02-27,0,0,Thailand,TH,69625581
2020-02-28,0,0,Thailand,TH,69625581
2020-02-29,2,0,Thailand,TH,69625581
2020-02-01,0,0,Indonesia,ID,270625567
2020-02-02,0,0,Indonesia,ID,270625567
2020-02-03,0,0,Indonesia,ID,270625567
2020-02-04,0,0,Indonesia,ID,270625567
2020-02-05,0,0,Indonesia,ID,270625567
2020-02-06,0,0,Indonesia,ID,270625567
2020-02-07,0,0,Indonesia,ID,270625567
2020-02-08,0,0,Indonesia,ID,270625567
2020-02-09,0,0,Indonesia,ID,270625567
2020-02-10,0,0,Indonesia,ID,270625567
2020-02-11,0,0,Indonesia,ID,270625567
2020-02-12,0,0,Indonesia,ID,270625567
2020-02-13,0,0,Indonesia,ID,270625567
2020-02-14,0,0,Indonesia,ID,270625567
2020-02-15,0,0,Indonesia,ID,270625567
2020-02-16,0,0,Indonesia,ID,270625567
2020-02-17,0,0,Indonesia,ID,270625567
2020-02-18,0,0,Indonesia,ID,270625567
2020-02-19,0,0,Indonesia,ID,270625567
2020-02-20,0,0,Indonesia,ID,270625567
2020-02-21,0,0,Indonesia,ID,270625567
2020-02-22,0,0,Indonesia,ID,270625567
2020-02-23,0,0,Indonesia,ID,270625567
2020-02-24,0,0,Indonesia,ID,270625567
2020-02-25,0,0,Indonesia,ID,270625567
2020-02-26,0,0,Indonesia,ID,270625567
2020-02-27,0,0,Indonesia,ID,270625567
2020-02-28,0,0,Indonesia,ID,270625567
2020-02-29,0,0,Indonesia,ID,270625567
2020-02-01,3,0,Singapore,SG,5804343
2020-02-02,2,0,Singapore,SG,5804343
2020-02-03,0,0,Singapore,SG,5804343
2020-02-04,0,0,Singapore,SG,5804343
2020-02-05,6,0,Singapore,SG,5804343
2020-02-06,4,0,Singapore,SG,5804343
2020-02-07,2,0,Singapore,SG,5804343
2020-02-08,3,0,Singapore,SG,5804343
2020-02-09,7,0,Singapore,SG,5804343
2020-02-10,3,0,Singapore,SG,5804343
2020-02-11,2,0,Singapore,SG,5804343
2020-02-12,2,0,Singapore,SG,5804343
2020-02-13,3,0,Singapore,SG,5804343
2020-02-14,8,0,Singapore,SG,5804343
2020-02-15,9,0,Singapore,SG,5804343
2020-02-16,5,0,Singapore,SG,5804343
2020-02-17,3,0,Singapore,SG,5804343
2020-02-18,2,0,Singapore,SG,5804343
2020-02-19,4,0,Singapore,SG,5804343
2020-02-20,3,0,Singapore,SG,5804343
2020-02-21,1,0,Singapore,SG,5804343
2020-02-22,1,0,Singapore,SG,5804343
2020-02-23,3,0,Singapore,SG,5804343
2020-02-24,0,0,Singapore,SG,5804343
2020-02-25,1,0,Singapore,SG,5804343
2020-02-26,1,0,Singapore,SG,5804343
2020-02-27,2,0,Singapore,SG,5804343
2020-02-28,3,0,Singapore,SG,5804343
2020-02-29,2,0,Singapore,SG,5804343
2020-02-01,0,0,Philippines,PH,108116622
2020-02-03,0,0,Philippines,PH,108116622
2020-02-04,0,0,Philippines,PH,108116622
2020-02-05,0,0,Philippines,PH,108116622
2020-02-06,1,0,Philippines,PH,108116622
2020-02-07,0,0,Philippines,PH,108116622
2020-02-08,0,0,Philippines,PH,108116622
2020-02-09,0,0,Philippines,PH,108116622
2020-02-10,0,0,Philippines,PH,108116622
2020-02-11,0,0,Philippines,PH,108116622
2020-02-12,0,0,Philippines,PH,108116622
2020-02-13,0,0,Philippines,PH,108116622
2020-02-14,0,0,Philippines,PH,108116622
2020-02-15,0,0,Philippines,PH,108116622
2020-02-16,0,0,Philippines,PH,108116622
2020-02-17,0,0,Philippines,PH,108116622
2020-02-18,0,0,Philippines,PH,108116622
2020-02-19,0,0,Philippines,PH,108116622
2020-02-20,0,0,Philippines,PH,108116622
2020-02-21,0,0,Philippines,PH,108116622
2020-02-22,0,0,Philippines,PH,108116622
2020-02-23,0,0,Philippines,PH,108116622
2020-02-24,0,0,Philippines,PH,108116622
2020-02-25,0,0,Philippines,PH,108116622
2020-02-26,0,0,Philippines,PH,108116622
2020-02-27,0,0,Philippines,PH,108116622
2020-02-28,0,0,Philippines,PH,108116622
2020-02-29,0,0,Philippines,PH,108116622
2020-02-02,1,1,Philippines,PH,108116622
2020-02-01,1,0,United_States_of_America,US,329064917
2020-02-02,1,0,United_States_of_America,US,329064917
2020-02-03,3,0,United_States_of_America,US,329064917
2020-02-04,0,0,United_States_of_America,US,329064917
2020-02-05,0,0,United_States_of_America,US,329064917
2020-02-06,1,0,United_States_of_America,US,329064917
2020-02-07,0,0,United_States_of_America,US,329064917
2020-02-08,0,0,United_States_of_America,US,329064917
2020-02-09,0,0,United_States_of_America,US,329064917
2020-02-10,0,0,United_States_of_America,US,329064917
2020-02-11,1,0,United_States_of_America,US,329064917
2020-02-12,0,0,United_States_of_America,US,329064917
2020-02-13,1,0,United_States_of_America,US,329064917
2020-02-14,1,0,United_States_of_America,US,329064917
2020-02-15,0,0,United_States_of_America,US,329064917
2020-02-16,0,0,United_States_of_America,US,329064917
2020-02-17,0,0,United_States_of_America,US,329064917
2020-02-18,0,0,United_States_of_America,US,329064917
2020-02-19,0,0,United_States_of_America,US,329064917
2020-02-20,0,0,United_States_of_America,US,329064917
2020-02-21,1,0,United_States_of_America,US,329064917
2020-02-22,19,0,United_States_of_America,US,329064917
2020-02-23,0,0,United_States_of_America,US,329064917
2020-02-24,0,0,United_States_of_America,US,329064917
2020-02-25,18,0,United_States_of_America,US,329064917
2020-02-26,0,0,United_States_of_America,US,329064917
2020-02-27,6,0,United_States_of_America,US,329064917
2020-02-28,1,0,United_States_of_America,US,329064917
2020-02-29,6,0,United_States_of_America,US,329064917
